,Stop ID,Stop Latitude,Stop Longitude,Stop Name,Suburb,Location,distance_next_stop,distance_suburb_center,# of Bus Stops (in Suburbs),Population Density,Label
160,4987,-35.230949,149.023117,FULLAGAR CR HIGGINS OVAL,HIGGINS,"(-35.230949, 149.023117)",0.037756415,0.398935996,0.013270882,0.588235294,1
161,4990,-35.230095,149.028442,CASTIEAU CR AFTER DETHRIDGE ST,HIGGINS,"(-35.230095, 149.028442)",0.015560831,0.261264871,0.013270882,0.588235294,1
162,2408,-35.335564,149.046356,BLACKWOOD TCE AFTER HYNDES CR,HOLDER,"(-35.335564, 149.046356)",0.012984014,0.132254047,0.009367681,0.526315789,1
163,2397,-35.335625,149.046478,BLACKWOOD TCE AFTER PEARSON ST,HOLDER,"(-35.335625, 149.046478)",0.012984014,0.140448496,0.009367681,0.526315789,1
164,2394,-35.331921,149.049057,MULLEY ST GRANT CAMERON CENTRE,HOLDER,"(-35.331921, 149.049057)",0.081924052,0.584271406,0.009367681,0.526315789,1
165,5030,-35.224972,149.005096,SPOFFORTH ST AFTER MESSSENGER ST,HOLT,"(-35.224972, 149.005096)",0.035265808,0.929493854,0.019906323,0.303030303,1
166,4954,-35.222073,149.011917,BEAUREPAIRE CR AFTER MESSENGER ST,HOLT,"(-35.222073, 149.011917)",0.013473763,0.384079465,0.019906323,0.303030303,1
167,4951,-35.225277,149.00499,SPOFFORTH ST BEFORE MESSENGER ST,HOLT,"(-35.225277, 149.00499)",0.035265808,0.942918942,0.019906323,0.303030303,1
168,2016,-35.326916,149.090012,CARRUTHERS ST BEFORE GROOM ST,HUGHES,"(-35.326916, 149.090012)",0.018713239,0.767410501,0.005854801,0.555555556,1
169,2639,-35.328667,149.088669,GROOM ST OPP ST. ANDREWS VILLAGE,HUGHES,"(-35.328667, 149.088669)",0.036894082,0.682865828,0.005854801,0.555555556,1
170,2640,-35.331596,149.089264,GROOM ST AFTER WEBSTER ST,HUGHES,"(-35.331596, 149.089264)",0.045171225,0.457251658,0.005854801,0.555555556,1
171,6666,-35.372116,149.170013,ALEXANDER MACONOCHIE CENTRE,HUME,"(-35.372116, 149.170013)",1.601517545,1.655545258,0.00156128,0.11627907,1
172,2657,-35.39283,149.164597,SHEPPARD ST BEFORE TRALEE ST,HUME,"(-35.39283, 149.164597)",0.683802784,0.812740503,0.00156128,0.11627907,1
173,2661,-35.38884,149.170334,SHEPPARD ST AFTER JOHNS PL,HUME,"(-35.38884, 149.170334)",0.402959532,0.206891787,0.00156128,0.11627907,1
174,2461,-35.370029,149.111465,JULIA FLYNN AV AFTER DORSCH ST,ISAACS,"(-35.370029, 149.111465)",0.032880593,0.281384697,0.007416081,0.322580645,1
175,2458,-35.365765,149.112518,JULIA FLYNN AV 2ND AFTER RINGROSE CR,ISAACS,"(-35.365765, 149.112518)",0.021093664,0.218470792,0.007416081,0.322580645,1
176,2459,-35.367218,149.112823,JULIA FLYNN AV OPP ISAACS SHOPS,ISAACS,"(-35.367218, 149.112823)",0.019849336,0.133797125,0.007416081,0.322580645,1
177,1016,-35.428921,149.102844,ELLERSTON AV AFTER ASHLEY DR,ISABELLA PLAINS,"(-35.428921, 149.102844)",0.015048921,0.718279942,0.007806401,0.4,1
178,1007,-35.42786,149.091034,ELLERSTON AV OPP ISABELLA PLAINS SHOPS,ISABELLA PLAINS,"(-35.42786, 149.091034)",0.054666333,0.359795985,0.007806401,0.4,1
179,1001,-35.426113,149.091614,DRUMSTON ST OPP MACKILLOP COLLEGE,ISABELLA PLAINS,"(-35.426113, 149.091614)",0.017720004,0.371803594,0.007806401,0.4,1
180,5011,-35.228031,149.09848,BALDWIN DR BEFORE MARIBYRNONG AV SOUTH ENTRY,KALEEN,"(-35.228031, 149.09848)",0.101256624,1.038509792,0.014441842,0.166666667,1
181,5007,-35.224987,149.100586,BALDWIN DR KALEEN HS,KALEEN,"(-35.224987, 149.100586)",0.068643357,0.662327294,0.014441842,0.166666667,1
182,5008,-35.22681,149.099594,BALDWIN DR AFTER KALEEN HS,KALEEN,"(-35.22681, 149.099594)",0.01024175,0.869738505,0.014441842,0.166666667,1
183,1315,-35.388237,149.085724,ATKINS ST AFTER ATHLLON DR,KAMBAH,"(-35.388237, 149.085724)",0.015619554,1.698400199,0.029274005,0.088495575,1
184,1316,-35.388206,149.085892,ATKINS ST AFTER LIVINGSTON AV,KAMBAH,"(-35.388206, 149.085892)",0.015619554,1.713723032,0.029274005,0.088495575,1
185,1313,-35.387684,149.083832,LIVINGSTON AV AFTER SYMERS ST,KAMBAH,"(-35.387684, 149.083832)",0.029592117,1.571716757,0.029274005,0.088495575,1
186,2596,-35.316624,149.141815,EYRE ST KINGSTON SHOPS,KINGSTON,"(-35.316624, 149.141815)",0.172793158,0.244297087,0.005074161,0.763358779,1
187,2598,-35.315804,149.140198,GILES ST KINGSTON SHOPS,KINGSTON,"(-35.315804, 149.140198)",0.172793158,0.361286047,0.005074161,0.763358779,1
188,2373,-35.313087,149.143219,WENTWORTH AV OPP OLD BUS DEPOT MARKETS,KINGSTON,"(-35.313087, 149.143219)",0.165600182,0.287790044,0.005074161,0.763358779,1
189,4993,-35.221104,149.038361,O'LOGHLEN ST AFTER 2ND CHAMBERS ST,LATHAM,"(-35.221104, 149.038361)",0.057210456,0.766695106,0.012490242,0.37037037,1
190,4909,-35.221413,149.02774,SOUTHERN CROSS DR AFTER DALLEY CR,LATHAM,"(-35.221413, 149.02774)",0.028436302,0.57206266,0.012490242,0.37037037,1
191,4891,-35.219387,149.021271,SOUTHERN CROSS DR AFTER FLOREY DR,LATHAM,"(-35.219387, 149.021271)",0.039248732,0.950440014,0.012490242,0.37037037,1
192,5013,-35.217644,149.086655,BALDWIN DR BEFORE WILLIAM SLIM DR,LAWSON,"(-35.217644, 149.086655)",0.014624972,0.828051094,0.003903201,0.322580645,1
193,5014,-35.21751,149.090439,BALDWIN DR BEFORE GUM ST,LAWSON,"(-35.21751, 149.090439)",0.01435964,0.860791878,0.003903201,0.322580645,1
194,5012,-35.229893,149.094528,BALDWIN DR BEFORE MARIBYRNONG AV,LAWSON,"(-35.229893, 149.094528)",0.013195688,0.801251953,0.003903201,0.322580645,1
195,5048,-35.249371,149.131622,GOODWIN ST AFTER OLIVER ST,LYNEHAM,"(-35.249371, 149.131622)",0.15324168,0.233718094,0.014051522,0.181818182,1
196,5049,-35.252434,149.131668,MURDOCH ST AFTER GOODWIN ST,LYNEHAM,"(-35.252434, 149.131668)",0.146727999,0.3534189,0.014051522,0.181818182,1
197,4752,-35.231068,149.14476,FLEMINGTON RD OPP EXHIBITION PARK,LYNEHAM,"(-35.231068, 149.14476)",0.095053289,2.537918904,0.014051522,0.181818182,1
198,1901,-35.346191,149.074615,BURNIE ST BEFORE LAUNCESTON,LYONS,"(-35.346191, 149.074615)",0.069788721,0.482803858,0.006245121,0.434782609,1
199,2071,-35.339542,149.079971,LAUNCESTON ST AFTER GLENORCHY ST,LYONS,"(-35.339542, 149.079971)",0.014004996,0.452289773,0.006245121,0.434782609,1
200,2072,-35.3396,149.079834,LAUNCESTON ST AFTER BURNIE ST,LYONS,"(-35.3396, 149.079834)",0.014004996,0.438494087,0.006245121,0.434782609,1
201,403,-35.212666,149.004013,MACFARLANE BURNET AV BEFORE ECCLES CCT,MACGREGOR,"(-35.212666, 149.004013)",0.025265446,1.043842794,0.014441842,0.23255814,1
202,404,-35.216072,149.003357,MACFARLANE BURNET AV AFTER HALLOWS CCT,MACGREGOR,"(-35.216072, 149.003357)",0.034739098,1.230115249,0.014441842,0.23255814,1
203,401,-35.216084,149.002975,MACFARLANE BURNET AV AFTER DEGRUCHY PL,MACGREGOR,"(-35.216084, 149.002975)",0.034739098,1.261412131,0.014441842,0.23255814,1
204,4509,-35.253647,149.063065,BENNELONG CR AFTER GOULBURN ST,MACQUARIE,"(-35.253647, 149.063065)",0.072793723,0.347307519,0.007806401,0.588235294,1
205,4510,-35.254135,149.063599,LACHLAN ST AFTER BLACKMAN CR,MACQUARIE,"(-35.254135, 149.063599)",0.072793723,0.381182605,0.007806401,0.588235294,1
206,4515,-35.253155,149.069534,BOWMAN ST AFTER REDFERN ST,MACQUARIE,"(-35.253155, 149.069534)",0.034812853,0.507692033,0.007806401,0.588235294,1
207,2479,-35.363194,149.096451,MAWSON DR AFTER HURLEY ST,MAWSON,"(-35.363194, 149.096451)",0.018258391,0.271099511,0.006635441,0.476190476,1
208,2296,-35.356094,149.097687,AINSWORTH ST AFTER COLBECK ST,MAWSON,"(-35.356094, 149.097687)",0.055925737,1.033369757,0.006635441,0.476190476,1
209,2297,-35.356544,149.097412,AINSWORTH ST 2ND AFTER DU FAUR ST,MAWSON,"(-35.356544, 149.097412)",0.055925737,0.978333501,0.006635441,0.476190476,1
210,5044,-35.211994,149.084564,OWEN DIXON DR MCKELLAR SOCCER CLUB,MCKELLAR,"(-35.211994, 149.084564)",0.015052028,0.98241737,0.008587041,0.588235294,1
211,4132,-35.21751,149.073715,DUMAS ST OPP MCKELLAR SHOPS,MCKELLAR,"(-35.21751, 149.073715)",0.0178986,0.21773047,0.008587041,0.588235294,1
212,4129,-35.214687,149.073242,DUMAS ST AFTER BAUME CR,MCKELLAR,"(-35.214687, 149.073242)",0.047717717,0.407273608,0.008587041,0.588235294,1
213,4839,-35.212406,149.047791,KINGSFORD SMITH DR BEFORE COMPANION CR,MELBA,"(-35.212406, 149.047791)",0.15851983,0.735528706,0.013661202,0.434782609,1
214,4931,-35.204399,149.060165,ALPEN ST AFTER ALFRED HILL DR,MELBA,"(-35.204399, 149.060165)",0.015934471,0.699021723,0.013661202,0.434782609,1
215,2569,-35.213833,149.049149,CONLEY DR MELBA HS SSO,MELBA,"(-35.213833, 149.049149)",0.180358529,0.763031489,0.013661202,0.434782609,1
216,4754,-35.221085,149.1427,SANDFORD ST AFTER FLEMINGTON RD,MITCHELL,"(-35.221085, 149.1427)",0.149439635,0.667820911,0.005074161,0.135135135,1
217,4755,-35.22065,149.141144,SANDFORD & BROOKES ST,MITCHELL,"(-35.22065, 149.141144)",0.149439635,0.598194607,0.005074161,0.135135135,1
218,4934,-35.213928,149.13765,HOSKINS ST BEFORE DACRE ST,MITCHELL,"(-35.213928, 149.13765)",0.020724346,0.325907656,0.005074161,0.135135135,1
219,1087,-35.417179,149.100647,BARRACLOUGH CR AFTER COWDERY PL,MONASH,"(-35.417179, 149.100647)",0.024931951,0.061936227,0.014051522,0.294117647,1
220,1088,-35.417183,149.100372,BARRACLOUGH CR AFTER ASHLEY DR,MONASH,"(-35.417183, 149.100372)",0.024931951,0.039388077,0.014051522,0.294117647,1
221,1671,-35.42136,149.088593,CLIVE STEELE AV AFTER ISABELLA DR,MONASH,"(-35.42136, 149.088593)",0.013878314,1.142067123,0.014051522,0.294117647,1
222,5090,-35.334103,149.135483,LA PEROUSE ST AFTER CALEY CR,NARRABUNDAH,"(-35.334103, 149.135483)",0.022309323,1.629519533,0.018345043,0.243902439,1
223,2342,-35.337067,149.156006,GOYDER ST BEFORE TALLARA PWY,NARRABUNDAH,"(-35.337067, 149.156006)",0.046079076,0.562920715,0.018345043,0.243902439,1
224,2343,-35.337124,149.156509,GOYDER ST 2ND AFTER KOOTARA CR,NARRABUNDAH,"(-35.337124, 149.156509)",0.046079076,0.589563579,0.018345043,0.243902439,1
225,4808,-35.177467,149.124283,MIRRABEI DR AFTER PAUL COE CR SOUTH ENTRY,NGUNNAWAL,"(-35.177467, 149.124283)",0.015886974,1.386267539,0.023419204,0.238095238,1
226,4847,-35.179146,149.114288,AMAGULA AV AFTER YIRAWALA ST,NGUNNAWAL,"(-35.179146, 149.114288)",0.059050197,0.5937688,0.023419204,0.238095238,1
227,4845,-35.180862,149.112518,AMAGULA AV AFTER GUNGAHLIN DR,NGUNNAWAL,"(-35.180862, 149.112518)",0.063920594,0.636958251,0.023419204,0.238095238,1
228,600,-35.192123,149.085968,O'HANLON PL AFTER GOLD CREEK RD,NICHOLLS,"(-35.192123, 149.085968)",0.00995322,0.874360528,0.018735363,0.149253731,1
229,601,-35.192142,149.086075,O'HANLON PL BEFORE GOLD CREEK RD,NICHOLLS,"(-35.192142, 149.086075)",0.00995322,0.869952431,0.018735363,0.149253731,1
230,5067,-35.186161,149.092804,TEMPERLEY ST AFTER 2ND SUE GEH CCT,NICHOLLS,"(-35.186161, 149.092804)",0.016904774,0.075250707,0.018735363,0.149253731,1
231,3377,-35.249699,149.121429,WATTLE ST AFTER CORREA ST,O'CONNOR,"(-35.249699, 149.121429)",0.086560554,0,0.014051522,0.204081633,1
232,3378,-35.252174,149.123322,BRIGALOW ST BEFORE WATTLE ST,O'CONNOR,"(-35.252174, 149.123322)",0.013810567,0,0.014051522,0.204081633,1
233,3379,-35.252171,149.123474,BRIGALOW ST BEFORE WARATAH ST,O'CONNOR,"(-35.252171, 149.123474)",0.013810567,0,0.014051522,0.204081633,1
234,2453,-35.349918,149.106155,TYAGARAH ST AFTER CULGOA CCT,O'MALLEY,"(-35.349918, 149.106155)",0.034382274,0,0.004293521,0.384615385,1
235,2105,-35.359444,149.109039,NGUNAWAL DR AFTER COBBADAH ST,O'MALLEY,"(-35.359444, 149.109039)",0.020342703,0,0.004293521,0.384615385,1
236,2103,-35.35743,149.107681,KAREELAH VST AFTER PINDARI CR,O'MALLEY,"(-35.35743, 149.107681)",0.074638423,0,0.004293521,0.384615385,1
237,1394,-35.409718,149.082947,NEWMAN-MORRIS CCT AFTER 2ND NUNAN CR,OXLEY,"(-35.409718, 149.082947)",0.081346954,9.22E+18,0.008196721,0.925925926,1
238,1391,-35.411888,149.081741,NEWMAN-MORRIS CCT AFTER MCILVEEN PL,OXLEY,"(-35.411888, 149.081741)",0.011456673,9.22E+18,0.008196721,0.925925926,1
239,1392,-35.411785,149.081741,NEWMAN-MORRIS CCT AFTER 2ND CUTHBERTSON CR,OXLEY,"(-35.411785, 149.081741)",0.011456673,9.22E+18,0.008196721,0.925925926,1
240,5021,-35.24353,149.054642,BELCONNEN WY AFTER PETTERD ST,PAGE,"(-35.24353, 149.054642)",0.04115109,13658.04665,0.005464481,0.769230769,1
241,5029,-35.232513,149.049988,SOUTHERN CROSS BEFORE CHEWINGS ST,PAGE,"(-35.232513, 149.049988)",0.067450273,13657.83499,0.005464481,0.769230769,1
242,4826,-35.241596,149.043381,BELCONNEN WY AFTER CHEWINGS ST,PAGE,"(-35.241596, 149.043381)",0.029732469,13658.84385,0.005464481,0.769230769,1
243,5053,-35.193871,149.110733,GUNDAROO DR BEFORE BURROWA ST,PALMERSTON,"(-35.193871, 149.110733)",0.01112517,0.306971075,0.009758002,0.526315789,1
244,5054,-35.193863,149.110855,GUNDAROO DR AFTER BURROWA ST,PALMERSTON,"(-35.193863, 149.110855)",0.01112517,0.296491293,0.009758002,0.526315789,1
245,4829,-35.197781,149.11882,KOSCUISZKO AV PALMERSTON SHOPS,PALMERSTON,"(-35.197781, 149.11882)",0.043089561,0.565249552,0.009758002,0.526315789,1
246,8888,-35.288395,149.127823,COMMONWEALTH AV REGETTA POINT,PARKES,"(-35.288395, 149.127823)",0.057038263,1.384358825,0.004293521,0.330033003,1
247,3259,-35.298038,149.128983,KING EDWARD TCE TREASURY BUILDING,PARKES,"(-35.298038, 149.128983)",0.027703703,0.451182798,0.004293521,0.330033003,1
248,3260,-35.301186,149.133881,PARKES PL JOHN GORTON BUILDING,PARKES,"(-35.301186, 149.133881)",0.013896085,0.140986599,0.004293521,0.330033003,1
249,2398,-35.363155,149.081329,MACFARLAND CR OPP PEARCE SHOPS,PEARCE,"(-35.363155, 149.081329)",0.015968382,0.356914317,0.006245121,0.588235294,1
250,2610,-35.363342,149.092285,ATHLLON DR OPP SOUTHLANDS SHOPS,PEARCE,"(-35.363342, 149.092285)",0.191164643,0.677460915,0.006245121,0.588235294,1
251,2082,-35.357918,149.086716,HODGSON CR AFTER COLLINGS ST,PEARCE,"(-35.357918, 149.086716)",0.016075896,0.479982114,0.006245121,0.588235294,1
252,2300,-35.350578,149.093414,AINSWORTH ST AFTER ALSOP CL,PHILLIP,"(-35.350578, 149.093414)",0.088898491,0.311213509,0.016783763,0.384615385,1
253,2301,-35.349842,149.093796,AINSWORTH ST AFTER HINDMARSH DR,PHILLIP,"(-35.349842, 149.093796)",0.088898491,0.322219511,0.016783763,0.384615385,1
254,1376,-35.348743,149.08783,HINDMARSH DR AFTER BALL ST,PHILLIP,"(-35.348743, 149.08783)",0.150169318,0.235381354,0.016783763,0.384615385,1
255,2332,-35.342953,149.138489,DALRYMPLE ST AFTER HINDMARSH DR,RED HILL,"(-35.342953, 149.138489)",0.021560736,1.631784264,0.006635441,0.205338809,1
256,3272,-35.331577,149.128815,GOLDEN GR BEFORE MONARO CR,RED HILL,"(-35.331577, 149.128815)",0.042114534,0.491184371,0.006635441,0.205338809,1
257,3273,-35.331882,149.12854,GOLDEN GR OPP SBG SCHOOL,RED HILL,"(-35.331882, 149.12854)",0.042114534,0.45206311,0.006635441,0.205338809,1
258,3097,-35.282013,149.142563,EUREE ST AFTER ELIMATTA ST,REID,"(-35.282013, 149.142563)",0.015828988,0.167856436,0.005464481,0.285714286,1
259,3094,-35.282051,149.142395,EUREE ST BEFORE ELIMATTA ST,REID,"(-35.282051, 149.142395)",0.015828988,0.1571724,0.005464481,0.285714286,1
260,3095,-35.284328,149.143967,CURRONG ST BEFORE ANZAC PARK WEST,REID,"(-35.284328, 149.143967)",0.015302792,0.236347016,0.005464481,0.285714286,1
261,1493,-35.426308,149.112473,CLIFT CR AFTER HEAGNEY CR,RICHARDSON,"(-35.426308, 149.112473)",0.016945448,0.413039286,0.010148322,0.454545455,1
262,1494,-35.425385,149.114075,HEAGNEY CR AFTER CLIFT CR,RICHARDSON,"(-35.425385, 149.114075)",0.025156329,0.527813155,0.010148322,0.454545455,1
263,1491,-35.427624,149.109787,CLIFT CR AFTER ROHAN ST,RICHARDSON,"(-35.427624, 149.109787)",0.01918565,0.380110698,0.010148322,0.454545455,1
264,2298,-35.350685,149.042145,STREETON DR 2ND AFTER DARWINIA TCE,RIVETT,"(-35.350685, 149.042145)",0.023520018,0.480214263,0.007416081,0.625,1
265,2299,-35.352505,149.041595,STREETON DR NORTH OF DARWINIA TCE,RIVETT,"(-35.352505, 149.041595)",0.017717715,0.597882567,0.007416081,0.625,1
266,2429,-35.34903,149.036453,BANGALAY CR AFTER CASUARINA ST,RIVETT,"(-35.34903, 149.036453)",0.019541932,0.181173495,0.007416081,0.625,1
267,3072,-35.298779,149.150864,RUSSELL DR BEFORE KINGS AV CARPARK,RUSSELL,"(-35.298779, 149.150864)",0.022571158,0.210925508,0.00234192,0.909090909,1
268,3073,-35.29874,149.151108,RUSSELL DR AFTER VIVIAN BULLWINKEL ST,RUSSELL,"(-35.29874, 149.151108)",0.022571158,0.213506335,0.00234192,0.909090909,1
269,3070,-35.300713,149.15094,RUSSELL DR AFTER KELLIHER DR,RUSSELL,"(-35.300713, 149.15094)",0.09115201,0.423510789,0.00234192,0.909090909,1
270,5024,-35.230408,149.046509,SOUTHERN CROSS DR AFTER LUXTON ST,SCULLIN,"(-35.230408, 149.046509)",0.219214528,0.884331361,0.006245121,0.714285714,1
271,5022,-35.231949,149.034454,KINGSFORD SMITH DR AFTER WIRRAWAY CR,SCULLIN,"(-35.231949, 149.034454)",0.029097314,0.468333214,0.006245121,0.714285714,1
272,4825,-35.240807,149.038712,BELCONNEN WY 2ND AFTER MACKINOLTY ST,SCULLIN,"(-35.240807, 149.038712)",0.02023463,0.677708766,0.006245121,0.714285714,1
273,4807,-35.200703,149.068588,COPLAND DR SPENCE TERMINUS,SPENCE,"(-35.200703, 149.068588)",0.235936908,0.362245755,0.009758002,0.666666667,1
274,4940,-35.204258,149.060196,ALPEN ST AFTER KINGSFORD SMITH DR,SPENCE,"(-35.204258, 149.060196)",0.015934471,0.75497664,0.009758002,0.666666667,1
275,4093,-35.194771,149.063766,CLAREY CR AFTER CLARK CL,SPENCE,"(-35.194771, 149.063766)",0.012209991,0.478217924,0.009758002,0.666666667,1
276,201,-35.347042,149.047943,FREMANTLE DR AFTER MCKAIL CR,STIRLING,"(-35.347042, 149.047943)",0.041633031,0.286808466,0.007416081,0.769230769,1
277,2428,-35.353851,149.04689,FREMANTLE DR BEFORE CROWDER CCT,STIRLING,"(-35.353851, 149.04689)",0.0805478,0.608889704,0.007416081,0.769230769,1
278,2426,-35.352509,149.049042,FREMANTLE DR AFTER CROWDER CCT,STIRLING,"(-35.352509, 149.049042)",0.016550112,0.399864965,0.007416081,0.769230769,1
279,4965,-35.344452,149.155685,JERRABOMBERRA AV AGSO,SYMONSTON,"(-35.344452, 149.155685)",0.087772122,2.015996637,0.003903201,0.101010101,1
280,4963,-35.348705,149.155899,NARRABUNDAH LANE SUNDOWN MOTEL RESORT,SYMONSTON,"(-35.348705, 149.155899)",0.011257121,2.001628955,0.003903201,0.101010101,1
281,4964,-35.343983,149.154907,JERRABOMBERRA AV OPP AGSO,SYMONSTON,"(-35.343983, 149.154907)",0.087772122,2.092229331,0.003903201,0.101010101,1
282,1033,-35.447277,149.124619,LAWRENCE WACKETT CR OPP THEODORE PRIMARY SCHOOL,THEODORE,"(-35.447277, 149.124619)",0.01467206,0.276578072,0.006245121,0.322580645,1
283,1034,-35.447346,149.124481,LAWRENCE WACKETT CR THEODORE PS,THEODORE,"(-35.447346, 149.124481)",0.01467206,0.270103194,0.006245121,0.322580645,1
284,1037,-35.450821,149.120102,CHIPPINDALL CCT AFTER LOUIS LODER ST,THEODORE,"(-35.450821, 149.120102)",0.021286678,0.563142958,0.006245121,0.322580645,1
285,2652,-35.371284,149.092667,ATHLLON DR AFTER BEASLEY ST,TORRENS,"(-35.371284, 149.092667)",0.149964353,0.521059678,0.005854801,0.769230769,1
286,2653,-35.375782,149.093216,ATHLLON DR 2ND AFTER BEASLEY ST,TORRENS,"(-35.375782, 149.093216)",0.354983259,0.638104807,0.005854801,0.769230769,1
287,2673,-35.372593,149.093063,ATHLLON DR AFTER BEASLEY ST,TORRENS,"(-35.372593, 149.093063)",0.149964353,0.530162048,0.005854801,0.769230769,1
288,3431,-35.272812,149.12236,MCCAUGHEY ST AFTER BARRY DR,TURNER,"(-35.272812, 149.12236)",0.142421857,0.495252553,0.007416081,0.666666667,1
289,4566,-35.274609,149.129517,NORTHBOURNE AV CANBERRA CENTRE APARTMENTS,TURNER,"(-35.274609, 149.129517)",0.080472098,0.825309396,0.007416081,0.666666667,1
290,4527,-35.272488,149.118164,BARRY DR AFTER CLUNIES ROSS ST,TURNER,"(-35.272488, 149.118164)",0.094227472,0.69508841,0.007416081,0.666666667,1
291,1521,-35.396854,149.104095,LONGMORE CR AFTER HARKER PL,WANNIASSA,"(-35.396854, 149.104095)",0.050800326,0.929627418,0.036690086,0.185185185,1
292,1522,-35.397308,149.104156,LONGMORE CR 4TH AFTER GAUNSON ST,WANNIASSA,"(-35.397308, 149.104156)",0.050800326,0.896663903,0.036690086,0.185185185,1
293,1519,-35.398785,149.102921,LONGMORE CR AFTER PETIT PL,WANNIASSA,"(-35.398785, 149.102921)",0.017690899,0.701901786,0.036690086,0.185185185,1
294,2415,-35.352478,149.060608,NEMERANG CR WARAMANGA SHOPS,WARAMANGA,"(-35.352478, 149.060608)",0.022468426,0.22463481,0.007416081,0.588235294,1
295,2418,-35.355404,149.060379,NEMARANG CR AFTER DALABON CR,WARAMANGA,"(-35.355404, 149.060379)",0.015285314,0.357821699,0.007416081,0.588235294,1
296,2419,-35.357395,149.059464,YAMBINA CR AFTER BADIMARA ST,WARAMANGA,"(-35.357395, 149.059464)",0.040732853,0.584701518,0.007416081,0.588235294,1
297,3248,-35.23798,149.153641,KNOX ST 2ND AFTER DICKINSON ST,WATSON,"(-35.23798, 149.153641)",0.131540062,0.04821433,0.007025761,0.27027027,1
298,3250,-35.234707,149.151703,KNOX ST AFTER PIDDINGTON ST,WATSON,"(-35.234707, 149.151703)",0.264953397,0.429646175,0.007025761,0.27027027,1
299,3252,-35.232521,149.153198,KNOX ST OPP OLD WATSON TERMINUS,WATSON,"(-35.232521, 149.153198)",0.24480521,0.646584126,0.007025761,0.27027027,1
300,4893,-35.243343,149.048126,BELCONNEN WY BEFORE SPRINGVALE DR,WEETANGERA,"(-35.243343, 149.048126)",0.029998436,0.744701156,0.006245121,0.625,1
301,4440,-35.251377,149.049179,SHUMACK ST OPPOSITE WEETANGERA PRIMARY,WEETANGERA,"(-35.251377, 149.049179)",0.063774198,0.154024079,0.006245121,0.625,1
302,4437,-35.253723,149.051651,SHUMACK ST AFTER COULTER DR,WEETANGERA,"(-35.253723, 149.051651)",0.017492776,0.479029823,0.006245121,0.625,1
303,1246,-35.340843,149.052338,BRIERLY ST COOLEMAN CT PLT1,WESTON,"(-35.340843, 149.052338)",0.016128326,0.682193428,0.014441842,0.322580645,1
304,1247,-35.340981,149.050278,STREETON DR BEFORE HINDMARSH DR,WESTON,"(-35.340981, 149.050278)",0.186911289,0.858041593,0.014441842,0.322580645,1
305,1809,-35.32259,149.057617,OPP NORTH WESTON PARK & RIDE,WESTON,"(-35.32259, 149.057617)",0.117981812,1.718640048,0.014441842,0.322580645,1
306,2811,-35.32478,149.043381,JOHN GORTON DR AFTER COTTER RD,WRIGHT,"(-35.32478, 149.043381)",0.132031565,1.279247605,0.0019516,0.769230769,1
307,2806,-35.320232,149.036819,STEVE IRWIN AVE AFTER JOHN GORTON DR,WRIGHT,"(-35.320232, 149.036819)",0.092020302,0.499370912,0.0019516,0.769230769,1
308,2809,-35.319416,149.036652,JOHN GORTON DR AFTER STEVE IRWIN AVE,WRIGHT,"(-35.319416, 149.036652)",0.092020302,0.426702976,0.0019516,0.769230769,1
309,2448,-35.312031,149.098297,NOVAR ST BEFORE KINTORE CR,YARRALUMLA,"(-35.312031, 149.098297)",0.011898566,0.77203515,0.006635441,0.113507378,1
310,2449,-35.31015,149.098282,NOVAR ST AFTER WESTON ST,YARRALUMLA,"(-35.31015, 149.098282)",0.00786696,0.562848351,0.006635441,0.113507378,1
311,2452,-35.303772,149.099091,SCHLICH ST AFTER NOVAR ST,YARRALUMLA,"(-35.303772, 149.099091)",0.033831848,0.172284783,0.006635441,0.113507378,1
,,,,,ACTON,,,,,,0
,,,,,ACTON,,,,,,0
,,,,,ACTON,,,,,,0
,,,,,AINSLIE,,,,,,0
,,,,,AINSLIE,,,,,,0
,,,,,AINSLIE,,,,,,0
,,,,,AMAROO,,,,,,0
,,,,,AMAROO,,,,,,0
,,,,,AMAROO,,,,,,0
,,,,,ARANDA,,,,,,0
,,,,,ARANDA,,,,,,0
,,,,,ARANDA,,,,,,0
,,,,,BANKS,,,,,,0
,,,,,BANKS,,,,,,0
,,,,,BANKS,,,,,,0
,,,,,BARTON,,,,,,0
,,,,,BARTON,,,,,,0
,,,,,BARTON,,,,,,0
,,,,,BELCONNEN,,,,,,0
,,,,,BELCONNEN,,,,,,0
,,,,,BELCONNEN,,,,,,0
,,,,,BONNER,,,,,,0
,,,,,BONNER,,,,,,0
,,,,,BONNER,,,,,,0
,,,,,BONYTHON,,,,,,0
,,,,,BONYTHON,,,,,,0
,,,,,BONYTHON,,,,,,0
,,,,,BRADDON,,,,,,0
,,,,,BRADDON,,,,,,0
,,,,,BRADDON,,,,,,0
,,,,,BRUCE,,,,,,0
,,,,,BRUCE,,,,,,0
,,,,,BRUCE,,,,,,0
,,,,,CALWELL,,,,,,0
,,,,,CALWELL,,,,,,0
,,,,,CALWELL,,,,,,0
,,,,,CAMPBELL,,,,,,0
,,,,,CAMPBELL,,,,,,0
,,,,,CAMPBELL,,,,,,0
,,,,,CANBERRA AIRPORT,,,,,,0
,,,,,CANBERRA AIRPORT,,,,,,0
,,,,,CANBERRA AIRPORT,,,,,,0
